message_id,message_text,toxicity_label,toxicity_score,confidence,crime_type,severity_level,legal_section,matched_keywords,scam_subtype
1090,"You're the reason some species eat their young.",Harassment,60,92,Online Harassment,Medium,IPC 509,"eat their young"
1091,"Your face is why some animals commit suicide.",Harassment,62,93,Online Harassment,Medium,IPC 509,"face, suicide"
1092,"You're so disgusting even your own shit wants to escape you.",Harassment,67,95,Online Harassment,Medium,IPC 509,"disgusting, shit"
1093,"I hope you get your tongue cut out and fed back to you.",High-Risk Threat,97,99,Criminal Threat,Critical,IPC 506,"tongue cut out"
1094,"You're the human version of a rotting foot left in a wet sock.",Harassment,64,94,Online Harassment,Medium,IPC 509,"rotting foot"
1095,"Your birth was humanity's biggest mistake.",Harassment,59,92,Online Harassment,Medium,IPC 509,"mistake"
1096,"You're so ugly even your mom calls you 'it'.",Harassment,55,90,Online Harassment,Medium,IPC 509,"ugly"
1097,"I hope you get slowly burned alive while your family watches.",High-Risk Threat,98,99,Criminal Threat,Critical,IPC 506,"burned alive"
1098,"You're the reason vasectomy should be compulsory for some people.",Harassment,63,93,Online Harassment,Medium,IPC 509,"vasectomy"
1099,"Your life is so worthless even death would reject you.",Harassment,66,94,Online Harassment,Medium,IPC 509,"death reject"
1100,"You're so pathetic your suicide would be ruled an assisted death.",Harassment,68,95,Online Harassment,Medium,IPC 509,"suicide"
1101,"I hope you get your limbs fed to pigs while you're still attached.",High-Risk Threat,99,99,Criminal Threat,Critical,IPC 506,"limbs to pigs"
1102,"You're the human equivalent of a used condom found in a dumpster.",Harassment,69,95,Online Harassment,Medium,IPC 509,"used condom"
1103,"Your existence makes the devil feel sorry for hell.",Harassment,61,93,Online Harassment,Medium,IPC 509,"devil, hell"
1104,"You're so ugly when you were born the doctor slapped your mother.",Harassment,57,91,Online Harassment,Medium,IPC 509,"ugly"
1105,"I hope you get disemboweled and forced to watch your organs burn.",High-Risk Threat,99,99,Criminal Threat,Critical,IPC 506,"disemboweled, organs burn"
1106,"You're the reason some countries have honor killings.",Harassment,60,92,Online Harassment,Medium,IPC 509,"honor killings"
1107,"Your face is why some people believe in spontaneous human combustion.",Harassment,64,94,Online Harassment,Medium,IPC 509,"face, combustion"
1108,"You're so worthless even your shadow refuses to follow you.",Harassment,55,90,Online Harassment,Medium,IPC 509,"worthless, shadow"
1109,"I hope you get slowly dissolved in industrial acid while conscious.",High-Risk Threat,99,99,Criminal Threat,Critical,IPC 506,"dissolved in acid"
1110,"You're the human version of a porta-potty at a chili festival.",Harassment,67,95,Online Harassment,Medium,IPC 509,"porta-potty"
1111,"Your birth was a crime that should have received the death penalty.",Harassment,62,93,Online Harassment,Medium,IPC 509,"crime, death penalty"
1112,"You're so stupid you could lose a game of hide and seek with yourself.",Harassment,51,89,Online Harassment,Low,IPC 509,"stupid"
1113,"I hope you get your eyes sewn shut and left in a pit of snakes.",High-Risk Threat,98,99,Criminal Threat,Critical,IPC 506,"eyes sewn, snakes"
1114,"You're the reason some people support euthanasia for the living.",Harassment,65,94,Online Harassment,Medium,IPC 509,"euthanasia"
1115,"Your life is so pathetic even your suicide attempt would fail.",Harassment,68,95,Online Harassment,Medium,IPC 509,"suicide attempt"
1116,"You're so disgusting even your own reflection avoids looking at you.",Harassment,66,94,Online Harassment,Medium,IPC 509,"disgusting, reflection"
1117,"I hope you get crucified and left for crows to eat your eyes first.",High-Risk Threat,99,99,Criminal Threat,Critical,IPC 506,"crucified, crows"
1118,"You're the human equivalent of a used diaper floating in a sewer.",Harassment,69,95,Online Harassment,Medium,IPC 509,"used diaper"
1119,"Your parents should have used the coat hanger method.",Harassment,67,95,Online Harassment,Medium,IPC 509,"coat hanger"
1120,"You're so ugly even your shadow gets scared and runs away.",Harassment,60,92,Online Harassment,Medium,IPC 509,"ugly, shadow"
1121,"I hope you get slowly fed into a woodchipper starting with your feet.",High-Risk Threat,99,99,Criminal Threat,Critical,IPC 506,"woodchipper"
1122,"You're the reason some animals practice infanticide.",Harassment,62,93,Online Harassment,Medium,IPC 509,"infanticide"
1123,"Your face is why some people believe in possession.",Harassment,58,91,Online Harassment,Medium,IPC 509,"face, possession"
1124,"You're so worthless even your grave would be an improvement.",Harassment,55,90,Online Harassment,Medium,IPC 509,"worthless, grave"
1125,"I hope you get your tongue ripped out and used as a noose.",High-Risk Threat,98,99,Criminal Threat,Critical,IPC 506,"tongue ripped, noose"
1126,"You're the human version of a rotting corpse left in a hot car.",Harassment,68,95,Online Harassment,Medium,IPC 509,"rotting corpse"
1127,"Your existence is proof that some abortions should be retroactive.",Harassment,67,95,Online Harassment,Medium,IPC 509,"retroactive abortion"
1128,"You're so stupid you think a quarterback is a refund.",Harassment,50,88,Online Harassment,Low,IPC 509,"stupid"
1129,"I hope you get your skin peeled off while still alive and screaming.",High-Risk Threat,99,99,Criminal Threat,Critical,IPC 506,"skin peeled"
1130,"You're the reason some people support mandatory sterilization programs.",Harassment,66,94,Online Harassment,Medium,IPC 509,"sterilization"
1131,"Your life is so pathetic even your depression has given up on you.",Harassment,64,94,Online Harassment,Medium,IPC 509,"depression"
1132,"You're so disgusting even your own mother would abandon you again.",Harassment,69,95,Online Harassment,Medium,IPC 509,"disgusting, abandon"
1133,"I hope you get slowly crushed by a hydraulic press while your family watches.",High-Risk Threat,99,99,Criminal Threat,Critical,IPC 506,"crushed, family watches"
1134,"You're the human equivalent of a used sanitary pad found in a dumpster.",Harassment,70,95,Online Harassment,Medium,IPC 509,"sanitary pad"
1135,"Your birth was humanity's greatest tragedy.",Harassment,63,93,Online Harassment,Medium,IPC 509,"tragedy"
1136,"You're so ugly even your reflection files a restraining order.",Harassment,61,93,Online Harassment,Medium,IPC 509,"ugly, reflection"
1137,"I hope you get your limbs slowly torn off while you're conscious.",High-Risk Threat,99,99,Criminal Threat,Critical,IPC 506,"limbs torn"
1138,"You're the reason some countries have honor killings for people like you.",Harassment,65,94,Online Harassment,Medium,IPC 509,"honor killings"
1139,"Your face is why some people believe in spontaneous combustion.",Harassment,62,93,Online Harassment,Medium,IPC 509,"face, combustion"
1140,"You're so worthless even your suicide would be considered a public service.",Harassment,68,95,Online Harassment,Medium,IPC 509,"suicide"
1141,"I hope you get dissolved in acid while your loved ones are forced to watch.",High-Risk Threat,99,99,Criminal Threat,Critical,IPC 506,"dissolved in acid"
1142,"You're the human version of a porta-potty at a diarrhea convention.",Harassment,70,95,Online Harassment,Medium,IPC 509,"porta-potty"
1143,"Your parents should have used the morning-after pill.",Harassment,64,94,Online Harassment,Medium,IPC 509,"morning-after"
1144,"You're so ugly even your shadow leaves when the lights come on.",Harassment,59,92,Online Harassment,Medium,IPC 509,"ugly, shadow"
1145,"I hope you get slowly fed your own organs while still breathing.",High-Risk Threat,99,99,Criminal Threat,Critical,IPC 506,"fed your own organs"
1146,"You're the reason some animals eat their young at birth.",Harassment,63,93,Online Harassment,Medium,IPC 509,"eat their young"
1147,"Your existence is an insult to every aborted fetus that had better timing.",Harassment,67,95,Online Harassment,Medium,IPC 509,"aborted fetus"
1148,"You're so pathetic even your suicide note would need an editor.",Harassment,66,94,Online Harassment,Medium,IPC 509,"suicide note"
1149,"I hope you get your eyes gouged out and forced to eat them raw.",High-Risk Threat,99,99,Criminal Threat,Critical,IPC 506,"eyes gouged, eat them"
1150,"You're the human equivalent of a used condom floating in a sewer.",Harassment,70,95,Online Harassment,Medium,IPC 509,"used condom"
1151,"You're the most pathetic, brain-dead motherfucker I've ever laid eyes on.",Harassment,68,94,Online Harassment,Medium,IPC 509,"pathetic, motherfucker"
1152,"Die screaming you worthless, cum-guzzling fucker.",High-Risk Threat,88,98,Criminal Threat,Critical,IPC 506,"die screaming, fucker"
1153,"Your face makes me wanna puke, you disgusting shitfucker.",Harassment,70,95,Online Harassment,Medium,IPC 509,"disgusting, shitfucker"
1154,"You're a walking cum-stain, you inbred cockfucker.",Harassment,72,96,Online Harassment,Medium,IPC 509,"cum-stain, cockfucker"
1155,"I hope your whole family gets cancer and dies, you filthy fucker.",High-Risk Threat,92,99,Criminal Threat,Critical,IPC 506,"cancer, dies, fucker"
1156,"Even maggots would rather starve than eat your rotten corpse, fucker.",Harassment,74,96,Online Harassment,Medium,IPC 509,"rotten corpse, fucker"
1157,"Kill yourself you useless, sister-fucking piece of garbage.",High-Risk Threat,94,99,Criminal Threat,Critical,IPC 506,"kill yourself, sister-fucking"
1158,"Your mother should have swallowed you, you miserable little fucker.",Harassment,76,96,Online Harassment,Medium,IPC 509,"swallowed, fucker"
1159,"You're the human version of a festering shit-pile, motherfucker.",Harassment,71,95,Online Harassment,Medium,IPC 509,"festering, motherfucker"
1160,"Hope you get run over and bleed out slow, you pathetic fucker.",High-Risk Threat,90,98,Criminal Threat,Critical,IPC 506,"bleed out, fucker"
1161,"You're a drooling, mouth-breathing, brainless fucker.",Harassment,69,94,Online Harassment,Medium,IPC 509,"brainless, fucker"
1162,"Your face looks like a truck fucked it and left it for dead.",Harassment,73,96,Online Harassment,Medium,IPC 509,"face fucked"
1163,"Every time you open your mouth an angel gets throat-fucked by Satan.",Harassment,75,96,Online Harassment,Medium,IPC 509,"throat-fucked"
1164,"You're so ugly the condom factory sent your mom a sympathy card, fucker.",Harassment,70,95,Online Harassment,Medium,IPC 509,"ugly, fucker"
1165,"Hope your dick rots off and you watch it fall, you sick fucker.",High-Risk Threat,93,99,Criminal Threat,Critical,IPC 506,"dick rots, fucker"
1166,"You're the reason God invented abortion, you genetic fuck-up.",Harassment,72,95,Online Harassment,Medium,IPC 509,"genetic fuck-up"
1167,"Your parents should have used a coat hanger, you worthless fucker.",Harassment,77,96,Online Harassment,Medium,IPC 509,"coat hanger, fucker"
1168,"You're a living argument for retroactive abortion, cockfucker.",Harassment,74,96,Online Harassment,Medium,IPC 509,"retroactive abortion, cockfucker"
1169,"Hope you choke on your own vomit and die in a pool of your shit, fucker.",High-Risk Threat,95,99,Criminal Threat,Critical,IPC 506,"choke, die in shit, fucker"
1170,"Even your imaginary friends killed themselves because of you, fucker.",Harassment,65,94,Online Harassment,Medium,IPC 509,"imaginary friends, fucker"
1171,"Your suicide note would be the most boring shit ever written, motherfucker.",Harassment,78,96,Online Harassment,Medium,IPC 509,"suicide note, motherfucker"
1172,"You're a participation trophy made of dog shit and failure, fucker.",Harassment,71,95,Online Harassment,Medium,IPC 509,"dog shit, fucker"
1173,"Hope you get ebola and your guts melt out your ass, you sick fucker.",High-Risk Threat,94,99,Criminal Threat,Critical,IPC 506,"ebola, guts melt, fucker"
1174,"You're so fucking stupid you could fuck up a circle-jerk.",Harassment,68,94,Online Harassment,Medium,IPC 509,"stupid, fuck up"
1175,"Your birth was a war crime against all living things, fucker.",Harassment,73,95,Online Harassment,Medium,IPC 509,"war crime, fucker"
1176,"You're the reason they put instructions on shampoo, you brain-dead fucker.",Harassment,66,94,Online Harassment,Medium,IPC 509,"brain-dead fucker"
1177,"Hope your kids inherit your ugly fucking face, you cunt-faced fucker.",Harassment,76,96,Online Harassment,Medium,IPC 509,"cunt-faced fucker"
1178,"You're such a waste even taxidermists would burn you, motherfucker.",Harassment,70,95,Online Harassment,Medium,IPC 509,"waste, motherfucker"
1179,"Your existence insults every fetus that got aborted, you shitfucker.",Harassment,74,96,Online Harassment,Medium,IPC 509,"shitfucker"
1180,"Hope you get fed into a woodchipper feet-first while screaming, fucker.",High-Risk Threat,96,99,Criminal Threat,Critical,IPC 506,"woodchipper, fucker"
1181,"You're the reason God created the middle finger, you cunt.",Harassment,64,94,Online Harassment,Medium,IPC 509,"cunt"
1182,"Your mom should have swallowed, but she was too stupid, fucker.",Harassment,75,96,Online Harassment,Medium,IPC 509,"swallowed, fucker"
1183,"You're so ugly your reflection tried to commit suicide, motherfucker.",Harassment,71,95,Online Harassment,Medium,IPC 509,"reflection suicide, motherfucker"
1184,"Hope you get gang-raped by rabid dogs and live to remember it, fucker.",High-Risk Threat,97,99,Criminal Threat,Critical,IPC 506,"gang-raped, fucker"
1185,"You're period blood mixed with diarrhea and failure, you disgusting fuck.",Harassment,77,96,Online Harassment,Medium,IPC 509,"disgusting fuck"
1186,"Your parents are brother and sister, right? Explains the fuck-up.",Harassment,72,95,Online Harassment,Medium,IPC 509,"fuck-up"
1187,"You're so worthless even orphans pity you, you pathetic fucker.",Harassment,69,94,Online Harassment,Medium,IPC 509,"pathetic fucker"
1188,"Hope you get tortured for decades before they finally mercy-kill you, fucker.",High-Risk Threat,98,99,Criminal Threat,Critical,IPC 506,"tortured, fucker"
1189,"You're the reason animals sometimes eat their young, motherfucker.",Harassment,73,95,Online Harassment,Medium,IPC 509,"eat their young, motherfucker"
1190,"Your life is proof natural selection sometimes takes a fucking smoke break.",Harassment,70,95,Online Harassment,Medium,IPC 509,"natural selection"
1191,"You're so disgusting even STDs file for divorce, you diseased fucker.",Harassment,76,96,Online Harassment,Medium,IPC 509,"diseased fucker"
1192,"Hope your cock falls off and your mom uses it as a fucking toothpick.",High-Risk Threat,94,99,Criminal Threat,Critical,IPC 506,"cock falls off, fucker"
1193,"You're a cum-rag left in a hot car for a month, you filthy fuck.",Harassment,78,96,Online Harassment,Medium,IPC 509,"cum-rag, filthy fuck"
1194,"Your face looks like God took a shit and forgot to flush, fucker.",Harassment,72,95,Online Harassment,Medium,IPC 509,"God took a shit, fucker"
1195,"You're so stupid you could fuck up breathing, you brainless fucker.",Harassment,67,94,Online Harassment,Medium,IPC 509,"brainless fucker"
1196,"Hope you die alone surrounded by people who fucking hate you.",High-Risk Threat,93,99,Criminal Threat,Critical,IPC 506,"die alone, hate"
1197,"You're the reason warning labels exist, you dangerous fucker.",Harassment,65,94,Online Harassment,Medium,IPC 509,"dangerous fucker"
1198,"Your birth was a medical fuck-up that somehow survived.",Harassment,74,96,Online Harassment,Medium,IPC 509,"medical fuck-up"
1199,"Hope you get skinned alive and forced to watch, you screaming fucker.",High-Risk Threat,99,99,Criminal Threat,Critical,IPC 506,"skinned alive, fucker"
1200,"You're so ugly blind people run screaming when you get close, motherfucker.",Harassment,70,95,Online Harassment,Medium,IPC 509,"ugly, motherfucker"
